178,80,42,140
178,82,42,140
179,91,40,133
179,93,40,133
178,87,42,140
176,87,42,140
176,91,40,133
176,96,40,133
175,97,40,133
172,99,40,133
169,101,40,133
167,104,40,133
165,107,38,127
164,109,36,121
162,108,36,121
162,107,36,121
162,106,36,121
161,105,36,121
161,105,36,121
162,104,36,121
161,102,38,127
162,103,38,127
164,100,40,133
166,99,40,133
167,99,40,133
167,97,40,133
167,93,42,140
167,91,42,140
169,91,42,140
170,89,42,140
170,89,42,140
171,93,40,133
170,93,40,133
170,92,40,133
169,88,42,140
169,89,42,140
168,89,42,140
168,88,42,140
167,89,42,140
167,90,42,140
166,91,42,140
164,91,42,140
162,88,44,147
160,88,44,147
158,87,44,147
154,86,44,147
151,87,44,147
149,90,42,140
144,91,42,140
140,92,42,140
137,93,42,140
136,99,40,133
135,100,38,127
133,101,38,127
134,122,36,121
134,121,36,121
134,117,36,121
135,114,36,121
136,112,36,121
137,110,36,121
137,110,35,115
139,113,33,110
138,110,35,115
137,106,35,115
136,107,35,115
135,99,35,115
133,98,36,121
133,98,36,121
131,97,36,121
129,97,36,121
128,93,36,121
124,89,38,127
120,89,38,127
118,91,38,127
117,94,36,121
113,89,38,127
112,90,38,127
111,101,38,127
110,111,38,127
107,107,40,133
105,105,40,133
102,99,42,140
100,97,42,140
99,95,42,140
98,89,44,147
99,88,44,147
102,87,42,140
104,84,42,140
107,85,42,140
109,85,42,140
112,89,40,133
114,89,40,133
116,90,40,133
117,91,40,133
116,88,42,140
117,88,42,140
117,88,42,140
118,95,40,133
118,95,40,133
119,99,38,127
118,99,38,127
117,95,40,133
116,89,42,140
114,85,44,147
114,83,44,147
113,83,44,147
115,84,42,140
114,84,42,140
113,82,42,140
112,80,42,140
110,77,42,140
108,73,42,140
106,70,42,140
104,69,42,140
98,74,42,140
96,78,42,140
94,83,42,140
91,84,42,140
89,89,42,140
87,90,42,140
87,90,42,140
89,88,42,140
91,88,42,140
94,88,42,140
97,92,40,133
100,94,40,133
103,97,40,133
106,99,40,133
107,100,40,133
109,99,40,133
111,99,40,133
113,102,40,133
114,102,40,133
114,105,40,133
116,110,40,133
116,116,40,133
118,119,40,133
119,118,40,133
119,114,42,140
119,113,42,140
118,116,42,140
118,117,42,140
119,118,42,140
119,118,42,140
119,118,42,140
120,117,42,140
119,116,42,140
120,114,42,140
120,111,42,140
120,107,44,147
121,107,44,147
122,104,44,147
123,103,44,147
123,101,44,147
122,99,44,147
120,92,46,154
119,90,46,154
119,87,46,154
119,90,44,147
118,91,44,147
119,97,42,140
122,99,42,140
125,99,42,140
126,98,42,140
127,97,42,140
127,93,44,147
128,93,44,147
128,94,44,147
129,97,44,147
130,102,42,140
130,106,42,140
129,106,42,140
128,103,44,147
127,100,44,147
125,100,44,147
123,102,44,147
122,100,46,154
121,102,46,154
120,104,46,154
121,107,44,147
122,110,42,140
122,109,42,140
122,106,42,140
121,106,42,140
116,107,44,147
114,108,44,147
111,107,44,147
107,102,46,154
104,100,46,154
102,98,46,154
103,94,46,154
104,90,46,154
106,88,46,154
108,91,46,154
109,91,49,162
112,94,49,162
116,95,49,162
120,93,49,162
121,90,49,162
121,88,49,162
122,87,49,162
122,89,49,162
124,92,49,162
126,95,49,162
127,97,49,162
130,103,46,154
131,104,46,154
131,103,46,154
131,104,46,154
132,105,46,154
133,107,46,154
135,108,46,154
135,113,46,154
136,119,44,147
135,121,44,147
133,125,44,147
129,124,46,154
127,125,46,154
124,126,46,154
122,129,46,154
120,133,46,154
120,133,46,154
118,131,46,154
117,128,46,154
115,124,46,154
113,121,46,154
112,115,46,154
110,111,46,154
108,111,46,154
108,116,44,147
106,112,46,154
103,113,46,154
103,112,46,154
101,106,49,162
102,104,49,162
101,100,49,162
99,96,49,162
94,89,51,170
93,85,51,170
96,91,49,162
97,93,49,162
102,96,49,162
106,95,49,162
106,90,51,170
106,90,51,170
106,91,51,170
107,92,51,170
109,96,49,162
111,102,46,154
112,106,46,154
114,109,46,154
114,107,49,162
116,107,49,162
119,107,49,162
120,110,49,162
121,111,49,162
121,113,49,162
121,114,49,162
122,115,49,162
124,116,49,162
124,118,49,162
125,119,49,162
126,119,49,162
125,121,49,162
121,129,49,162
114,131,49,162
114,136,46,154
113,135,46,154
113,133,46,154
113,131,46,154
113,129,46,154
113,126,46,154
113,123,46,154
114,126,44,147
112,127,44,147
108,127,44,147
106,127,44,147
104,121,46,154
101,117,49,162
100,116,49,162
99,116,49,162
97,118,49,162
98,121,49,162
98,123,49,162
99,125,49,162
100,124,49,162
102,125,49,162
102,124,49,162
101,118,51,170
102,117,51,170
102,120,51,170
103,123,51,170
102,125,51,170
103,129,49,162
101,129,49,162
99,129,49,162
97,126,51,170
98,126,51,170
98,126,51,170
99,128,51,170
98,129,51,170
97,128,51,170
97,124,51,170
95,122,51,170
94,119,51,170
92,117,51,170
89,116,51,170
